                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r23.05.1"                               "gfortran"                                 "13.1.0"                  "aarch64-macos-23.10.1"                                 "CRMATH"                               "20231108"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136 
                            model_number                                num_zones                                 star_age                             star_age_sec                             star_age_min                              star_age_hr                             star_age_day                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                          mix_relr_type_1                           mix_relr_top_1                          mix_relr_type_2                           mix_relr_top_2                          mix_relr_type_3                           mix_relr_top_3                          mix_relr_type_4                           mix_relr_top_4                          mix_relr_type_5                           mix_relr_top_5                          mix_relr_type_6                           mix_relr_top_6                          mix_relr_type_7                           mix_relr_top_7                          mix_relr_type_8                           mix_relr_top_8                          mix_relr_type_9                           mix_relr_top_9                         mix_relr_type_10                          mix_relr_top_10                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             he_core_mass                                 log_Teff                                    log_L                                   radius                                    log_R                                    log_g                        v_div_csound_surf                   surf_avg_Lrad_div_Ledd                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters                       Orbital_separation                         Orbital_velocity                      Log_Infall_distance                      Log_Injected_energy                   Log_Destruction_factor                        Engulfed_fraction                      Total_mass_affected                              Planet_mass                            Planet_radius                             Bondi_radius                              Sound_speed                          Tidal_timescale                Log_Infall_distance_tides                          Infall_velocity                            Enclosed_mass                            Local_density 
                                       1                                     1496                  1.2486661410416882E+005                  3.9404906612537183E+012                  6.5674844354228638E+010                  1.0945807392371440E+009                  4.5607530801547669E+007                  5.0964463355036917E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990219659773E-001                  2.6201489211994372E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990219659773E-001                  2.6201489211994372E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6201489211994372E-001                                        1                  9.9999990518205295E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.2883862379669903E-002                                        1                  9.9855129685412558E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5572724106985805E+000                 -1.7126889757055213E+001                 -1.4148409796207115E+001                  1.5572724106985807E+000                 -9.2357562829742135E-001                  1.5558347549611551E+000                  4.8521399729440849E+032                  4.8581201194179846E+032                  4.8969808661207534E+032                  4.9254185710447532E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4367447979839987E-001                                        1                  2.4386816123862315E-001                                        2                  2.4407953179440903E-001                                        3                  2.4431387357408449E-001                                        4                  2.4458650083096617E-001                                        5                  2.4505220471682188E-001                                        6                  2.4520375960621205E-001                                        5                  2.4578142659705157E-001                                        4                  2.4626904513597203E-001                                        3                  2.4681790563705130E-001                  2.4491802553893427E-001                  3.6507887894470095E+000                  1.5593474361054946E+000                  1.0017268162967467E+001                  1.0007493000232259E+000                  2.4365690272566813E+000                  3.7041806561154870E-010                  0.0000000000000000E+000                  7.5454768142431456E+000                  5.2985867168367919E+000                  2.1326643539401740E+001                  5.2985867168367919E+000                  7.5454768142431456E+000                  1.3400318377007048E+000                  5.0000000000000000E-001                  4.0608984319246639E+000                  0.0000000000000000E+000                  9.8012440049298788E-001                  5.4463745285703320E-005                  3.8620975472467042E-003                  3.1176701503085073E-003                  9.3805592345809607E-003                  5.1175193065952951E-001                  4.6727354644787567E-001                                        0                                        5                  1.0500000000000000E+001                  1.3478766994620500E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.1625521849596154E+000                                        0                  9.9999999999999998E-013                  1.0000000000000000E-002                  1.4999999999999999E-001                  2.0999999999999999E-001                                       10                  8.3378532310027760E+004                  1.2039003391843162E+001                                        0                  1.9884098706980504E+033                  2.0110523173326387E-008 
                                       2                                     1797                  1.2487495195739983E+005                  3.9407537838908408E+012                  6.5679229731514015E+010                  1.0946538288585670E+009                  4.5610576202440292E+007                  9.2105424608811826E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990219659773E-001                  2.6206536576816636E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990219659773E-001                  2.6206536576816636E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6206536576816636E-001                                        1                  9.9999990473793299E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3070755116057189E-002                                        1                  9.9854580360224743E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5570320055880404E+000                 -1.7126892675632071E+001                 -9.8999999999999986E+001                  1.5570320055880402E+000                 -9.2385562001393240E-001                  1.5555944811062707E+000                  4.8521404311291471E+032                  4.8581205205347265E+032                  4.8969067586067834E+032                  4.9254107800386493E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4367449762741306E-001                                        1                  2.4386817992750556E-001                                        2                  2.4407955336786419E-001                                        3                  2.4431389374682405E-001                                        4                  2.4458649032425483E-001                                        5                  2.4505385271371127E-001                                        6                  2.4520324749170239E-001                                        5                  2.4578126854861959E-001                                        4                  2.4626891058413866E-001                                        3                  2.4681785825439315E-001                  2.4491802553892977E-001                  3.6508398568370461E+000                  1.5594488023262107E+000                  1.0016081468995605E+001                  1.0006978483535092E+000                  2.4366719305961144E+000                 -4.5836388867531571E-007                  0.0000000000000000E+000                  7.5454767647116299E+000                  5.2985866560057060E+000                  2.1326643439247288E+001                  5.2985866560057060E+000                  7.5454767647116299E+000                  1.3400318377007048E+000                  5.0000000000000000E-001                  4.0608984319246639E+000                  0.0000000000000000E+000                  9.8012440049298788E-001                  5.4463745285703320E-005                  3.8620975472467042E-003                  3.1176701503085073E-003                  9.3805592345809607E-003                  5.1175192763278787E-001                  4.6727354948306066E-001                                        0                                        3                  1.0498934827625950E+001                  1.3478766994620500E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.1631306423441554E+000                                        0                  4.0000000000000001E-013                  1.0000000000000000E-002                  1.4999999999999999E-001                  2.0999999999999999E-001                                       10                  8.2190883896809362E+004                  7.8698418975554842E+000                                        0                  1.9884098706980504E+033                  2.0083754846225610E-008 
                                       3                                     1765                  1.2488317104578951E+005                  3.9410131585946069E+012                  6.5683552643243446E+010                  1.0947258773873909E+009                  4.5613578224474616E+007                  9.1482365096022100E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990219659762E-001                  2.6210806822645921E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990219659762E-001                  2.6210806822645921E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6210806822645921E-001                                        1                  9.9999990481369816E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3214371555824792E-002                                        1                  9.9854668763061427E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5570856875338266E+000                 -1.7126892339408410E+001                 -9.8999999999999986E+001                  1.5570856875338266E+000                 -9.2382152870490919E-001                  1.5556482280034729E+000                  4.8521405584238842E+032                  4.8581205242782785E+032                  4.8969067671033631E+032                  4.9254115426320364E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4367450471817551E-001                                        1                  2.4386818622900069E-001                                        2                  2.4407955859042393E-001                                        3                  2.4431389393509276E-001                                        4                  2.4458648375624534E-001                                        5                  2.4505409400071057E-001                                        6                  2.4520327657761948E-001                                        5                  2.4578127997751179E-001                                        4                  2.4626891101144238E-001                                        3                  2.4681781585689647E-001                  2.4491802553893369E-001                  3.6508373954839941E+000                  1.5594448050717526E+000                  1.0016148906902513E+001                  1.0007007724323853E+000                  2.4366660824383621E+000                  2.6424547749959082E-008                  0.0000000000000000E+000                  7.5454767692636349E+000                  5.2985866805142985E+000                  2.1326643478145492E+001                  5.2985866805142985E+000                  7.5454767692636349E+000                  1.3400318377007048E+000                  5.0000000000000000E-001                  4.0608984319246639E+000                  0.0000000000000000E+000                  9.8012440049298788E-001                  5.4463745285703320E-005                  3.8620975472467042E-003                  3.1176701503085069E-003                  9.3805592345809624E-003                  5.1175192464878350E-001                  4.6727355247538843E-001                                        0                                        3                  1.0497885325803647E+001                  1.3479450723319619E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.1631229331995883E+000                                        0                  4.0000000000000001E-013                  1.0000000000000000E-002                  1.4999999999999999E-001                  2.0997869655251902E-001                                       10                  8.2221556468065028E+004                  7.8634052003638262E+000                                        0                  1.9884098706980504E+033                  2.0082073922910583E-008 
                                       4                                     1760                  1.2489303395185713E+005                  3.9413244082391265E+012                  6.5688740137318771E+010                  1.0948123356219795E+009                  4.5617180650915809E+007                  9.9400489700784589E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990219659751E-001                  2.6210864374275733E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990219659751E-001                  2.6210864374275733E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6210864374275733E-001                                        1                  9.9999990480980872E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3216845882200971E-002                                        1                  9.9854664178363384E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5571019957143442E+000                 -1.7126892045931228E+001                 -9.8999999999999986E+001                  1.5571019957143439E+000                 -9.2382416789801025E-001                  1.5556645989999152E+000                  4.8521407121838674E+032                  4.8581205876906488E+032                  4.8969067863477271E+032                  4.9254115707740389E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4367451348013297E-001                                        1                  2.4386819393342418E-001                                        2                  2.4407956495339372E-001                                        3                  2.4431389712419233E-001                                        4                  2.4458649886677300E-001                                        5                  2.4505373910566836E-001                                        6                  2.4520340668481819E-001                                        5                  2.4578128240958913E-001                                        4                  2.4626891197926915E-001                                        3                  2.4681778650930195E-001                  2.4491802553893349E-001                  3.6508374085083304E+000                  1.5594439479733491E+000                  1.0016138422501244E+001                  1.0007003178345113E+000                  2.4366669916341106E+000                 -3.4234771920490363E-009                  0.0000000000000000E+000                  7.5454767728967180E+000                  5.2985867070294290E+000                  2.1326643520106263E+001                  5.2985867070294290E+000                  7.5454767728967180E+000                  1.3400318377007048E+000                  5.0000000000000000E-001                  4.0608984319246639E+000                  0.0000000000000000E+000                  9.8012440049298788E-001                  5.4463745285703320E-005                  3.8620975472467042E-003                  3.1176701503085069E-003                  9.3805592345809624E-003                  5.1175192106784984E-001                  4.6727355606632787E-001                                        0                                        2                  1.0496624957154738E+001                  1.3480124494946253E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.1630785247502775E+000                                        0                  4.0000000000000001E-013                  1.0000000000000000E-002                  1.4999999999999999E-001                  2.0995770651607293E-001                                       10                  8.2150295444547068E+004                  7.9429195951187026E+000                                        0                  1.9884098706980504E+033                  2.0082119841459761E-008 
                                       5                                     1760                  1.2490124898140159E+005                  3.9415836548554785E+012                  6.5693060914257973E+010                  1.0948843485709662E+009                  4.5620181190456927E+007                  9.1460912966646424E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990219659751E-001                  2.6210333967329275E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990219659751E-001                  2.6210333967329275E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6210333967329275E-001                                        1                  9.9999990481012779E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3199192796306881E-002                                        1                  9.9854664371814850E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5571101360116868E+000                 -1.7126891802928011E+001                 -9.8999999999999986E+001                  1.5571101360116866E+000                 -9.2382681254274268E-001                  1.5556727750511758E+000                  4.8521408398362861E+032                  4.8581206832084359E+032                  4.8969068407393723E+032                  4.9254115440174784E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4367452068385728E-001                                        1                  2.4386820023351524E-001                                        2                  2.4407957040592124E-001                                        3                  2.4431390192791971E-001                                        4                  2.4458651504006157E-001                                        5                  2.4505364173203906E-001                                        6                  2.4520349433155963E-001                                        5                  2.4578128278913117E-001                                        4                  2.4626891471470344E-001                                        3                  2.4681777931229162E-001                  2.4491802553893349E-001                  3.6508374404883197E+000                  1.5594432811866441E+000                  1.0016129258341181E+001                  1.0006999204811799E+000                  2.4366677863407729E+000                 -3.5926293722153263E-009                  0.0000000000000000E+000                  7.5454767758984964E+000                  5.2985867290767734E+000                  2.1326643554994881E+001                  5.2985867290767734E+000                  7.5454767758984964E+000                  1.3400318377007048E+000                  5.0000000000000000E-001                  4.0608984319246639E+000                  5.5006342760625992E-049                  9.8012440049298788E-001                  5.4463745285703320E-005                  3.8620975472467042E-003                  3.1176701503085069E-003                  9.3805592345809624E-003                  5.1175191808515741E-001                  4.6727355905735979E-001                                        0                                        2                  1.0495574296938104E+001                  1.3480933774899853E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.1630258382620724E+000                                        0                  4.0000000000000001E-013                  1.0000000000000000E-002                  1.4999999999999999E-001                  2.0993249914309475E-001                                       10                  8.2072284431161432E+004                  7.8638842913176070E+000                                        0                  1.9884098706980504E+033                  2.0082144916524020E-008 
                                       6                                     1760                  1.2490945620984469E+005                  3.9418426552877949E+012                  6.5697377588129913E+010                  1.0949562931354985E+009                  4.5623178880645774E+007                  9.1419652190917422E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990219659751E-001                  2.6209905281120593E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990219659751E-001                  2.6209905281120593E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6209905281120593E-001                                        1                  9.9999990481040490E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3184940248312794E-002                                        1                  9.9854664533576065E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5571150250066279E+000                 -1.7126891560667968E+001                 -1.3671288541487453E+001                  1.5571150250066281E+000                 -9.2382958838894325E-001                  1.5556776894558277E+000                  4.8521409717223745E+032                  4.8581208114112802E+032                  4.8969069059211305E+032                  4.9254115126414943E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4367452779741294E-001                                        1                  2.4386820650266164E-001                                        2                  2.4407957626252624E-001                                        3                  2.4431390837542585E-001                                        4                  2.4458653050136228E-001                                        5                  2.4505360168892809E-001                                        6                  2.4520355404457206E-001                                        5                  2.4578128319448611E-001                                        4                  2.4626891799278811E-001                                        3                  2.4681777701177390E-001                  2.4491802553893349E-001                  3.6508374693802228E+000                  1.5594426771941849E+000                  1.0016120960741295E+001                  1.0006995607011449E+000                  2.4366685059008431E+000                 -3.2560043395247672E-009                  0.0000000000000000E+000                  7.5454767788890766E+000                  5.2985867510897409E+000                  2.1326643589828457E+001                  5.2985867510897409E+000                  7.5454767788890766E+000                  1.3400318377007048E+000                  5.0000000000000000E-001                  4.0608984319246639E+000                  0.0000000000000000E+000                  9.8012440049298788E-001                  5.4463745285703320E-005                  3.8620975472467042E-003                  3.1176701503085069E-003                  9.3805592345809624E-003                  5.1175191510526419E-001                  4.6727356204558879E-001                                        0                                        2                  1.0494523908296152E+001                  1.3481608512934588E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.1629820027135072E+000                                        0                  4.0000000000000001E-013                  1.0000000000000000E-002                  1.4999999999999999E-001                  2.0991148593876205E-001                                       10                  8.2007337528528107E+004                  7.8637720203572457E+000                                        0                  1.9884098706980504E+033                  2.0082161685508253E-008 
                                       7                                     1760                  1.2491765694359754E+005                  3.9421014507632739E+012                  6.5701690846054565E+010                  1.0950281807675760E+009                  4.5626174198648997E+007                  9.1385271220792585E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990219659751E-001                  2.6209562993429131E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990219659751E-001                  2.6209562993429131E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6209562993429131E-001                                        1                  9.9999990481065582E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3173571521760880E-002                                        1                  9.9854664682307825E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5571178523871527E+000                 -1.7126891318496000E+001                 -9.8999999999999986E+001                  1.5571178523871525E+000                 -9.2383233353496130E-001                  1.5556805353095502E+000                  4.8521411101466815E+032                  4.8581209594259421E+032                  4.8969069721565163E+032                  4.9254114891080720E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4367453485257906E-001                                        1                  2.4386821282278770E-001                                        2                  2.4407958259138043E-001                                        3                  2.4431391581929682E-001                                        4                  2.4458654434992003E-001                                        5                  2.4505358385798720E-001                                        6                  2.4520359452265025E-001                                        5                  2.4578128400116750E-001                                        4                  2.4626892132386116E-001                                        3                  2.4681777655368364E-001                  2.4491802553893349E-001                  3.6508374952870013E+000                  1.5594421408458958E+000                  1.0016113580876974E+001                  1.0006992407134425E+000                  2.4366691458762477E+000                 -2.8981769902720622E-009                  0.0000000000000000E+000                  7.5454767818794686E+000                  5.2985867730879006E+000                  2.1326643624638823E+001                  5.2985867730879006E+000                  7.5454767818794686E+000                  1.3400318377007048E+000                  5.0000000000000000E-001                  4.0608984319246639E+000                  0.0000000000000000E+000                  9.8012440049298788E-001                  5.4463745285703320E-005                  3.8620975472467042E-003                  3.1176701503085069E-003                  9.3805592345809624E-003                  5.1175191212770987E-001                  4.6727356503147460E-001                                        0                                        2                  1.0493473624000824E+001                  1.3482283177848387E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.1629379469744840E+000                                        0                  4.0000000000000001E-013                  1.0000000000000000E-002                  1.4999999999999999E-001                  2.0989047816592302E-001                                       10                  8.1942381522481694E+004                  7.8637288749804659E+000                                        0                  1.9884098706980504E+033                  2.0082188954757232E-008 
