                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                     msun                                     rsun                                     lsun 
                                      50                                     1760                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2526418343395433E+005                  7.9245575231719956E+000                  4.4754643368491543E+003                  3.6260225149414197E+001                  1.0015951376634815E+001                  1.7476955099823972E+001                  2.2778804044856201E-049                  0.0000000000000000E+000                  9.8012440049298788E-001                  5.4463745285703320E-005                  9.7967919613490898E-003                  3.8620975472467042E-003                  2.0850244238750414E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  5.1175178632288121E-001                  9.9193697615748352E-004                  4.6727369118853967E-001                  2.2620068856256175E-003                  3.8969559293531358E-003                  7.6613764443126163E-003                  2.0850244238750431E-003                  2.4491802553893349E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1724542489935650E+005                  6.4842269107208056E+004                  2.7578427764289695E+008                  3.6058363871076899E+001                  3.6058363871076935E+001                  7.4665433424641712E-018                  2.4690515349716184E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.9530369951353569E+012                               "r23.05.1"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                   m_grav                                  entropy                                   csound                  thermal_time_to_surface                                  eps_nuc                               luminosity                           log_L_div_Ledd                        log_Lrad_div_Ledd                             total_energy                             log_conv_vel                             conv_L_div_L                                    gradr                         grad_temperature                          gradT_sub_grada                            log_mlt_D_mix                          gradr_div_grada                          gradr_sub_grada                                log_D_mix                                   logtau                       engulfment_heating 
                                       1                  1.0000000000000000E+000                  1.0006922075486180E+000                  3.6508382698222497E+000                 -7.6971820832919438E+000                  3.7574748897692598E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0015951376634815E+001                  1.0000000000000000E+000                  2.0048777653337076E+001                  6.8452777803973807E+005                  4.2103261019372064E-003                  2.9455359378934798E-027                  3.6260225149414197E+001                 -4.0533816319432967E+000                 -4.0533815049001589E+000                 -1.8852998327583544E+014                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2501124881312295E-001                  3.1253160306857215E-002                 -2.6516200547322577E-001                 -9.8999999999999986E+001                  3.2039932886167793E-001                 -2.6516200547322577E-001                 -9.8999999999999986E+001                 -1.7609125905568127E-001                 -9.8999999999999986E+001 
                                       2                  9.9999999999959988E-001                  1.0006922035030466E+000                  3.6508386924713778E+000                 -7.6971791256815782E+000                  3.7574782706401662E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0015951283333504E+001                  9.9999999999959988E-001                  2.0048773577346687E+001                  6.8452813716060959E+005                  1.0525820329989487E-002                  2.9455560002427899E-027                  3.6260225149414175E+001                 -4.0533816319432967E+000                 -4.0533815049001589E+000                 -1.8852998507009941E+014                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2501182433220276E-001                  1.0157329903286219E-001                 -2.6516145181274559E-001                 -9.8999999999999986E+001                  3.2040078594660387E-001                 -2.6516145181274559E-001                 -9.8999999999999986E+001                 -1.7608855410931692E-001                 -9.8999999999999986E+001 
                                       3                  9.9999999999899991E-001                  1.0006921974347329E+000                  3.6508394743756316E+000                 -7.6971736541748514E+000                  3.7574845251823135E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0015951143382532E+001                  9.9999999999899991E-001                  2.0048766036901849E+001                  6.8452880153787695E+005                  2.3683119532308689E-002                  2.9455931154578125E-027                  3.6260225149414175E+001                 -4.0533776621908162E+000                 -4.0533772498439689E+000                 -1.8852998838943738E+014                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2501355088705071E-001                  1.1915524886290205E-001                 -2.6515979083403296E-001                 -9.8999999999999986E+001                  3.2040515719399648E-001                 -2.6515979083403296E-001                 -9.8999999999999986E+001                 -1.7608449669035825E-001                 -9.8999999999999986E+001 
                                       4                  9.9999999999775002E-001                  1.0006921847925681E+000                  3.6508405310132965E+000                 -7.6971662603993867E+000                  3.7574929771241701E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0015950851821600E+001                  9.9999999999775002E-001                  2.0048755847409559E+001                  6.8452969935560122E+005                  3.6840445168031088E-002                  2.9456432708620627E-027                  3.6260225149414175E+001                 -4.0533693920425042E+000                 -4.0533693922736189E+000                 -1.8852999287494675E+014                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2501714786205570E-001                  1.2355378689493393E-001                 -2.6515633047820497E-001                 -9.8999999999999986E+001                  3.2041426391629657E-001                 -2.6515633047820497E-001                 -9.8999999999999986E+001                 -1.7607604373646207E-001                 -9.8999999999999986E+001 
                                       5                  9.9999999999650002E-001                  1.0006921721506190E+000                  3.6508421159837705E+000                 -7.6971551700573135E+000                  3.7575056547300316E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0015950560265656E+001                  9.9999999999650002E-001                  2.0048740563777258E+001                  6.8453104609751259E+005                  6.3155175740387384E-002                  2.9457185033914118E-027                  3.6260225149414175E+001                 -4.0533611221202941E+000                 -4.0533603297504373E+000                 -1.8852999960298028E+014                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2502074481557951E-001                  1.2465798341526069E-001                 -2.6515287014683331E-001                 -9.8999999999999986E+001                  3.2042337057472048E-001                 -2.6515287014683331E-001                 -9.8999999999999986E+001                 -1.7606759078563405E-001                 -9.8999999999999986E+001 
                                       6                  9.9999999999400002E-001                  1.0006921468673602E+000                  3.6508447576510270E+000                 -7.6971366870217581E+000                  3.7575267832557020E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0015949977168530E+001                  9.9999999999400002E-001                  2.0048715092728546E+001                  6.8453329071973590E+005                  1.0262746985473224E-001                  2.9458438893227289E-027                  3.6260225149414175E+001                 -4.0533445829595109E+000                 -4.0533437903581220E+000                 -1.8853001081583591E+014                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2502793865639444E-001                  1.2494048425895171E-001                 -2.6514594955921739E-001                 -9.8999999999999986E+001                  3.2044158369537906E-001                 -2.6514594955921739E-001                 -9.8999999999999986E+001                 -1.7605068489319947E-001                 -9.8999999999999986E+001 
                                       7                  9.9999999999025002E-001                  1.0006921089440763E+000                  3.6508481919165967E+000                 -7.6971126607019933E+000                  3.7575542488120348E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0015949102559910E+001                  9.9999999999025002E-001                  2.0048681983511283E+001                  6.8453620883115311E+005                  1.4867878035082333E-001                  2.9460068879785306E-027                  3.6260225149414168E+001                 -4.0533197759039847E+000                 -4.0533193797570455E+000                 -1.8853002539158234E+014                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2503872927255755E-001                  1.2501978664765939E-001                 -2.6513556884541706E-001                 -9.8999999999999986E+001                  3.2046890293822061E-001                 -2.6513556884541706E-001                 -9.8999999999999986E+001                 -1.7602532607766669E-001                 -9.8999999999999986E+001 
                                       8                  9.9999999998587508E-001                  1.0006920647026822E+000                  3.6508526830246359E+000                 -7.6970812444219128E+000                  3.7575901627027317E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0015948082239492E+001                  9.9999999998587508E-001                  2.0048638692111243E+001                  6.8454002497764095E+005                  2.1446692853111379E-001                  2.9462200349946503E-027                  3.6260225149414168E+001                 -4.0532908369089116E+000                 -4.0532896482294785E+000                 -1.8853004445038438E+014                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2505131809187020E-001                  1.2505096598064969E-001                 -2.6512345827952599E-001                 -9.8999999999999986E+001                  3.2050077469087196E-001                 -2.6512345827952599E-001                 -9.8999999999999986E+001                 -1.7599574082808206E-001                 -9.8999999999999986E+001 
                                       9                  9.9999999997962508E-001                  1.0006920015052396E+000                  3.6508579669348271E+000                 -7.6970442881266568E+000                  3.7576324105615111E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0015946624743977E+001                  9.9999999997962508E-001                  2.0048587768884346E+001                  6.8454451482538751E+005                  2.8025573763183875E-001                  2.9464707885610996E-027                  3.6260225149414175E+001                 -4.0532495002069506E+000                 -4.0532495004821394E+000                 -1.8853006687018544E+014                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2506930170237546E-001                  1.2507372091422223E-001                 -2.6510615795196696E-001                 -9.8999999999999986E+001                  3.2054630450919369E-001                 -2.6510615795196696E-001                 -9.8999999999999986E+001                 -1.7595347625193633E-001                 -9.8999999999999986E+001 
